Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Monday, Jun 17",LAA,Home,MIL,W,5.0,3.0,9.0,29-43,4.0,13.0,Plesac,Rodriguez,Estévez,2:27,N,26575.0,.10,1.0,
"Tuesday, Jun 18",LAA,Home,MIL,L,3.0,6.0,9.0,29-44,4.0,14.0,Myers,Canning,Megill,2:47,N,27967.0,.12,-1.0,
"Wednesday, Jun 19",LAA,Home,MIL,L,0.0,2.0,9.0,29-45,4.0,14.0,Peralta,Anderson,Megill,2:22,N,28483.0,.09,-2.0,
"Friday, Jun 21",LAA,@,LAD,W,3.0,2.0,10.0,30-45,4.0,12.5,García,Banda,Estévez,2:40,N,51841.0,.08,1.0,
"Saturday, Jun 22",LAA,@,LAD,L,2.0,7.0,9.0,30-46,4.0,13.5,Glasnow,Plesac,None,2:10,N,53273.0,.11,-1.0,
"Monday, Jun 24",LAA,Home,OAK,W,5.0,1.0,9.0,31-46,4.0,12.0,Canning,Medina,None,2:23,N,24586.0,.08,1.0,
"Tuesday, Jun 25",LAA,Home,OAK,W,7.0,5.0,9.0,32-46,4.0,11.0,Anderson,Spence,Estévez,2:47,N,26473.0,.11,2.0,
"Wednesday, Jun 26",LAA,Home,OAK,W,5.0,2.0,9.0,33-46,4.0,11.0,Moore,Estes,None,2:37,D,31240.0,.12,3.0,
"Thursday, Jun 27",LAA,Home,DET,W,5.0,0.0,9.0,34-46,4.0,10.5,Daniel,Flaherty,None,2:05,N,27340.0,.14,4.0,
"Friday, Jun 28",LAA,Home,DET,W,5.0,2.0,9.0,35-46,4.0,10.5,García,Miller,Estévez,2:16,N,34381.0,.15,5.0,
"Saturday, Jun 29",LAA,Home,DET,W-wo,6.0,5.0,10.0,36-46,4.0,9.5,Joyce,Foley,None,2:50,N,39559.0,.17,6.0,
"Sunday, Jun 30",LAA,Home,DET,L,6.0,7.0,9.0,36-47,4.0,9.5,Mize,Anderson,Holton,2:42,D,35061.0,.18,-1.0,
"Tuesday, Jul 2",LAA,@,OAK,L,5.0,7.0,9.0,36-48,4.0,9.5,Spence,Soriano,None,2:40,N,5447.0,.18,-2.0,
"Wednesday, Jul 3",LAA,@,OAK,L,0.0,5.0,9.0,36-49,4.0,9.5,Estes,Daniel,None,2:14,N,14837.0,.16,-3.0,
"Thursday, Jul 4",LAA,@,OAK,L,0.0,5.0,9.0,36-50,4.0,10.5,Sears,Contreras,None,2:38,D,11956.0,.13,-4.0,
"Friday, Jul 5",LAA,@,CHC,L,1.0,5.0,9.0,36-51,4.0,11.5,Steele,Canning,None,2:07,D,36948.0,.10,-5.0,
"Saturday, Jul 6",LAA,@,CHC,W,7.0,0.0,9.0,37-51,4.0,10.5,Anderson,Hendricks,None,2:29,D,36420.0,.07,1.0,
"Sunday, Jul 7",LAA,@,CHC,L,0.0,5.0,9.0,37-52,4.0,10.5,Wesneski,Soriano,Neris,2:18,D,34355.0,.09,-1.0,
"Monday, Jul 8",LAA,Home,TEX,L,4.0,9.0,9.0,37-53,4.0,11.0,Gray,Daniel,None,2:38,N,25193.0,.09,-2.0,
"Tuesday, Jul 9",LAA,Home,TEX,L,4.0,5.0,9.0,37-54,4.0,12.0,Leclerc,García,Yates,2:31,N,23791.0,.07,-3.0,
"Wednesday, Jul 10",LAA,Home,TEX,W,7.0,2.0,9.0,38-54,4.0,12.0,Crouse,Lorenzen,None,2:30,N,23230.0,.06,1.0,
"Thursday, Jul 11",LAA,Home,SEA,L,0.0,11.0,9.0,38-55,4.0,13.0,Castillo,Kochanowicz,None,2:30,N,26747.0,.06,-1.0,
"Friday, Jul 12",LAA,Home,SEA,W-wo,6.0,5.0,10.0,39-55,4.0,12.0,Crouse,Voth,None,2:48,N,31243.0,.03,1.0,
"Saturday, Jul 13",LAA,Home,SEA,W,2.0,1.0,9.0,40-55,4.0,11.0,Soriano,Kirby,Estévez,2:14,N,43273.0,.05,2.0,
"Sunday, Jul 14",LAA,Home,SEA,W,3.0,2.0,9.0,41-55,4.0,10.0,Crouse,Voth,Contreras,2:37,D,26015.0,.07,3.0,
"Friday, Jul 19",LAA,@,OAK,,,,,,,,,,,,,,,,
"Saturday, Jul 20",LAA,@,OAK,,,,,,,,,,,,,,,,
"Sunday, Jul 21",LAA,@,OAK,,,,,,,,,,,,,,,,
"Monday, Jul 22",LAA,@,SEA,,,,,,,,,,,,,,,,
"Tuesday, Jul 23",LAA,@,SEA,,,,,,,,,,,,,,,,
"Wednesday, Jul 24",LAA,@,SEA,,,,,,,,,,,,,,,,
"Thursday, Jul 25",LAA,Home,OAK,,,,,,,,,,,,,,,,
"Friday, Jul 26",LAA,Home,OAK,,,,,,,,,,,,,,,,
"Saturday, Jul 27",LAA,Home,OAK,,,,,,,,,,,,,,,,
"Sunday, Jul 28",LAA,Home,OAK,,,,,,,,,,,,,,,,
"Tuesday, Jul 30",LAA,Home,COL,,,,,,,,,,,,,,,,
"Wednesday, Jul 31",LAA,Home,COL,,,,,,,,,,,,,,,,
"Thursday, Aug 1",LAA,Home,COL,,,,,,,,,,,,,,,,
"Friday, Aug 2",LAA,Home,NYM,,,,,,,,,,,,,,,,
"Saturday, Aug 3",LAA,Home,NYM,,,,,,,,,,,,,,,,
"Sunday, Aug 4",LAA,Home,NYM,,,,,,,,,,,,,,,,
"Tuesday, Aug 6",LAA,@,NYY,,,,,,,,,,,,,,,,
"Wednesday, Aug 7",LAA,@,NYY,,,,,,,,,,,,,,,,
"Thursday, Aug 8",LAA,@,NYY,,,,,,,,,,,,,,,,
"Friday, Aug 9",LAA,@,WSN,,,,,,,,,,,,,,,,
"Saturday, Aug 10",LAA,@,WSN,,,,,,,,,,,,,,,,
"Sunday, Aug 11",LAA,@,WSN,,,,,,,,,,,,,,,,
"Monday, Aug 12",LAA,Home,TOR,,,,,,,,,,,,,,,,
"Tuesday, Aug 13",LAA,Home,TOR,,,,,,,,,,,,,,,,
"Wednesday, Aug 14",LAA,Home,TOR,,,,,,,,,,,,,,,,
"Friday, Aug 16",LAA,Home,ATL,,,,,,,,,,,,,,,,
"Saturday, Aug 17",LAA,Home,ATL,,,,,,,,,,,,,,,,
"Sunday, Aug 18",LAA,Home,ATL,,,,,,,,,,,,,,,,
"Monday, Aug 19",LAA,@,KCR,,,,,,,,,,,,,,,,
"Tuesday, Aug 20",LAA,@,KCR,,,,,,,,,,,,,,,,
"Wednesday, Aug 21",LAA,@,KCR,,,,,,,,,,,,,,,,
"Thursday, Aug 22",LAA,@,TOR,,,,,,,,,,,,,,,,
"Friday, Aug 23",LAA,@,TOR,,,,,,,,,,,,,,,,
"Saturday, Aug 24",LAA,@,TOR,,,,,,,,,,,,,,,,
"Sunday, Aug 25",LAA,@,TOR,,,,,,,,,,,,,,,,
"Tuesday, Aug 27",LAA,@,DET,,,,,,,,,,,,,,,,
"Wednesday, Aug 28",LAA,@,DET,,,,,,,,,,,,,,,,
"Thursday, Aug 29",LAA,@,DET,,,,,,,,,,,,,,,,
"Friday, Aug 30",LAA,Home,SEA,,,,,,,,,,,,,,,,
"Saturday, Aug 31",LAA,Home,SEA,,,,,,,,,,,,,,,,
"Sunday, Sep 1",LAA,Home,SEA,,,,,,,,,,,,,,,,
"Tuesday, Sep 3",LAA,Home,LAD,,,,,,,,,,,,,,,,
"Wednesday, Sep 4",LAA,Home,LAD,,,,,,,,,,,,,,,,
"Thursday, Sep 5",LAA,@,TEX,,,,,,,,,,,,,,,,
"Friday, Sep 6",LAA,@,TEX,,,,,,,,,,,,,,,,
"Saturday, Sep 7",LAA,@,TEX,,,,,,,,,,,,,,,,
"Sunday, Sep 8",LAA,@,TEX,,,,,,,,,,,,,,,,
"Monday, Sep 9",LAA,@,MIN,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",LAA,@,MIN,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",LAA,@,MIN,,,,,,,,,,,,,,,,
"Friday, Sep 13",LAA,Home,HOU,,,,,,,,,,,,,,,,
"Saturday, Sep 14",LAA,Home,HOU,,,,,,,,,,,,,,,,
"Sunday, Sep 15",LAA,Home,HOU,,,,,,,,,,,,,,,,
"Monday, Sep 16",LAA,Home,CHW,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",LAA,Home,CHW,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",LAA,Home,CHW,,,,,,,,,,,,,,,,
"Thursday, Sep 19",LAA,@,HOU,,,,,,,,,,,,,,,,
"Friday, Sep 20",LAA,@,HOU,,,,,,,,,,,,,,,,
"Saturday, Sep 21",LAA,@,HOU,,,,,,,,,,,,,,,,
"Sunday, Sep 22",LAA,@,HOU,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",LAA,@,CHW,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",LAA,@,CHW,,,,,,,,,,,,,,,,
"Thursday, Sep 26",LAA,@,CHW,,,,,,,,,,,,,,,,
"Friday, Sep 27",LAA,Home,TEX,,,,,,,,,,,,,,,,
"Saturday, Sep 28",LAA,Home,TEX,,,,,,,,,,,,,,,,
"Sunday, Sep 29",LAA,Home,TEX,,,,,,,,,,,,,,,,
