Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Friday, Jul 26",WSN,@,STL,,,,,,,,,,,,,,,,
"Saturday, Jul 27",WSN,@,STL,,,,,,,,,,,,,,,,
"Sunday, Jul 28",WSN,@,STL,,,,,,,,,,,,,,,,
"Monday, Jul 29",WSN,@,ARI,,,,,,,,,,,,,,,,
"Tuesday, Jul 30",WSN,@,ARI,,,,,,,,,,,,,,,,
"Wednesday, Jul 31",WSN,@,ARI,,,,,,,,,,,,,,,,
"Friday, Aug 2",WSN,Home,MIL,,,,,,,,,,,,,,,,
"Saturday, Aug 3",WSN,Home,MIL,,,,,,,,,,,,,,,,
"Sunday, Aug 4",WSN,Home,MIL,,,,,,,,,,,,,,,,
"Monday, Aug 5",WSN,Home,SFG,,,,,,,,,,,,,,,,
"Tuesday, Aug 6",WSN,Home,SFG,,,,,,,,,,,,,,,,
"Wednesday, Aug 7",WSN,Home,SFG,,,,,,,,,,,,,,,,
"Thursday, Aug 8",WSN,Home,SFG,,,,,,,,,,,,,,,,
"Friday, Aug 9",WSN,Home,LAA,,,,,,,,,,,,,,,,
"Saturday, Aug 10",WSN,Home,LAA,,,,,,,,,,,,,,,,
"Sunday, Aug 11",WSN,Home,LAA,,,,,,,,,,,,,,,,
"Tuesday, Aug 13",WSN,@,BAL,,,,,,,,,,,,,,,,
"Wednesday, Aug 14",WSN,@,BAL,,,,,,,,,,,,,,,,
"Thursday, Aug 15",WSN,@,PHI,,,,,,,,,,,,,,,,
"Friday, Aug 16",WSN,@,PHI,,,,,,,,,,,,,,,,
"Saturday, Aug 17",WSN,@,PHI,,,,,,,,,,,,,,,,
"Sunday, Aug 18",WSN,@,PHI,,,,,,,,,,,,,,,,
"Tuesday, Aug 20",WSN,Home,COL,,,,,,,,,,,,,,,,
"Wednesday, Aug 21",WSN,Home,COL,,,,,,,,,,,,,,,,
"Thursday, Aug 22",WSN,Home,COL,,,,,,,,,,,,,,,,
"Friday, Aug 23",WSN,@,ATL,,,,,,,,,,,,,,,,
"Saturday, Aug 24",WSN,@,ATL,,,,,,,,,,,,,,,,
"Sunday, Aug 25",WSN,@,ATL,,,,,,,,,,,,,,,,
"Monday, Aug 26",WSN,Home,NYY,,,,,,,,,,,,,,,,
"Tuesday, Aug 27",WSN,Home,NYY,,,,,,,,,,,,,,,,
"Wednesday, Aug 28",WSN,Home,NYY,,,,,,,,,,,,,,,,
"Friday, Aug 30",WSN,Home,CHC,,,,,,,,,,,,,,,,
"Saturday, Aug 31",WSN,Home,CHC,,,,,,,,,,,,,,,,
"Sunday, Sep 1",WSN,Home,CHC,,,,,,,,,,,,,,,,
"Tuesday, Sep 3",WSN,@,MIA,,,,,,,,,,,,,,,,
"Wednesday, Sep 4",WSN,@,MIA,,,,,,,,,,,,,,,,
"Thursday, Sep 5",WSN,@,PIT,,,,,,,,,,,,,,,,
"Friday, Sep 6",WSN,@,PIT,,,,,,,,,,,,,,,,
"Saturday, Sep 7",WSN,@,PIT,,,,,,,,,,,,,,,,
"Sunday, Sep 8",WSN,@,PIT,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",WSN,Home,ATL,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",WSN,Home,ATL,,,,,,,,,,,,,,,,
"Thursday, Sep 12",WSN,Home,MIA,,,,,,,,,,,,,,,,
"Friday, Sep 13",WSN,Home,MIA,,,,,,,,,,,,,,,,
"Saturday, Sep 14",WSN,Home,MIA,,,,,,,,,,,,,,,,
"Sunday, Sep 15",WSN,Home,MIA,,,,,,,,,,,,,,,,
"Monday, Sep 16",WSN,@,NYM,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",WSN,@,NYM,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",WSN,@,NYM,,,,,,,,,,,,,,,,
"Thursday, Sep 19",WSN,@,CHC,,,,,,,,,,,,,,,,
"Friday, Sep 20",WSN,@,CHC,,,,,,,,,,,,,,,,
"Saturday, Sep 21",WSN,@,CHC,,,,,,,,,,,,,,,,
"Sunday, Sep 22",WSN,@,CHC,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",WSN,Home,KCR,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",WSN,Home,KCR,,,,,,,,,,,,,,,,
"Thursday, Sep 26",WSN,Home,KCR,,,,,,,,,,,,,,,,
"Friday, Sep 27",WSN,Home,PHI,,,,,,,,,,,,,,,,
"Saturday, Sep 28",WSN,Home,PHI,,,,,,,,,,,,,,,,
"Sunday, Sep 29",WSN,Home,PHI,,,,,,,,,,,,,,,,
