Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Saturday, Jun 1",OAK,@,ATL,W,11.0,9.0,9.0,24-36,4.0,9.0,Kelly,Herget,Jiménez,2:53,D,41181.0,.24,1.0,
"Sunday, Jun 2",OAK,@,ATL,L,1.0,3.0,9.0,24-37,4.0,10.0,Lee,Adams,Iglesias,2:28,D,37853.0,.27,-1.0,
"Tuesday, Jun 4",OAK,Home,SEA,L,3.0,4.0,9.0,24-38,4.0,11.0,Kirby,Spence,Saucedo,2:48,N,5624.0,.25,-2.0,
"Wednesday, Jun 5",OAK,Home,SEA,W,2.0,1.0,9.0,25-38,4.0,10.0,Estes,Gilbert,Miller,2:14,N,9735.0,.22,1.0,
"Thursday, Jun 6",OAK,Home,SEA,L,0.0,3.0,9.0,25-39,4.0,11.0,Woo,Sears,Stanek,2:35,D,6571.0,.23,-1.0,
"Friday, Jun 7",OAK,Home,TOR,W-wo,2.0,1.0,9.0,26-39,4.0,10.0,Miller,Green,None,2:07,N,16046.0,.16,1.0,
"Saturday, Jun 8",OAK,Home,TOR,L,0.0,7.0,9.0,26-40,4.0,10.0,Gausman,Medina,None,2:27,D,9285.0,.18,-1.0,
"Sunday, Jun 9",OAK,Home,TOR,L,4.0,6.0,10.0,26-41,4.0,11.0,García,Adams,Cabrera,2:32,D,11276.0,.17,-2.0,
"Monday, Jun 10",OAK,@,SDP,L,1.0,6.0,9.0,26-42,5.0,12.0,Cease,Estes,None,2:52,N,38822.0,.13,-3.0,
"Tuesday, Jun 11",OAK,@,SDP,L-wo,3.0,4.0,9.0,26-43,5.0,13.0,Suarez,Alexander,None,2:40,N,41945.0,.11,-4.0,
"Wednesday, Jun 12",OAK,@,SDP,L-wo,4.0,5.0,9.0,26-44,5.0,14.0,Suarez,Miller,None,2:43,D,35688.0,.08,-5.0,
"Thursday, Jun 13",OAK,@,MIN,L,2.0,6.0,9.0,26-45,5.0,14.0,Ryan,Medina,None,2:23,N,23229.0,.08,-6.0,
"Friday, Jun 14",OAK,@,MIN,L-wo,5.0,6.0,10.0,26-46,5.0,15.0,Durán,Alexander,None,2:52,N,35631.0,.06,-7.0,
"Sunday, Jun 16 (1)",OAK,@,MIN,L,2.0,6.0,9.0,26-47,5.0,17.0,Ober,Sears,Durán,2:43,D,33835.0,.04,-8.0,
"Sunday, Jun 16 (2)",OAK,@,MIN,L,7.0,8.0,9.0,26-48,5.0,17.0,Staumont,Jiménez,Jax,2:41,N,20787.0,.03,-9.0,
"Tuesday, Jun 18",OAK,Home,KCR,W,7.0,5.0,9.0,27-48,5.0,17.0,Harris,Marsh,Miller,2:31,N,7013.0,.02,1.0,
"Wednesday, Jun 19",OAK,Home,KCR,W,5.0,1.0,9.0,28-48,5.0,16.0,Medina,Ragans,None,2:35,N,4557.0,.03,2.0,
"Thursday, Jun 20",OAK,Home,KCR,L,2.0,3.0,9.0,28-49,5.0,16.0,McArthur,Nittoli,Stratton,2:23,D,8753.0,.03,-1.0,
"Friday, Jun 21",OAK,Home,MIN,W,6.0,5.0,9.0,29-49,5.0,15.0,Newcomb,Durán,Miller,2:20,N,9158.0,.02,1.0,
"Saturday, Jun 22",OAK,Home,MIN,L,2.0,10.0,9.0,29-50,5.0,16.0,Ober,Sears,None,2:30,D,9299.0,.04,-1.0,
"Sunday, Jun 23",OAK,Home,MIN,L,0.0,3.0,9.0,29-51,5.0,16.0,López,Harris,Jax,2:11,D,18491.0,.03,-2.0,
"Monday, Jun 24",OAK,@,LAA,L,1.0,5.0,9.0,29-52,5.0,16.0,Canning,Medina,None,2:23,N,24586.0,.01,-3.0,
"Tuesday, Jun 25",OAK,@,LAA,L,5.0,7.0,9.0,29-53,5.0,16.0,Anderson,Spence,Estévez,2:47,N,26473.0,.02,-4.0,
