Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Saturday, Aug 3",LAD,@,OAK,,,,,,,,,,,,,,,,
"Sunday, Aug 4",LAD,@,OAK,,,,,,,,,,,,,,,,
"Monday, Aug 5",LAD,Home,PHI,,,,,,,,,,,,,,,,
"Tuesday, Aug 6",LAD,Home,PHI,,,,,,,,,,,,,,,,
"Wednesday, Aug 7",LAD,Home,PHI,,,,,,,,,,,,,,,,
"Friday, Aug 9",LAD,Home,PIT,,,,,,,,,,,,,,,,
"Saturday, Aug 10",LAD,Home,PIT,,,,,,,,,,,,,,,,
"Sunday, Aug 11",LAD,Home,PIT,,,,,,,,,,,,,,,,
"Monday, Aug 12",LAD,@,MIL,,,,,,,,,,,,,,,,
"Tuesday, Aug 13",LAD,@,MIL,,,,,,,,,,,,,,,,
"Wednesday, Aug 14",LAD,@,MIL,,,,,,,,,,,,,,,,
"Thursday, Aug 15",LAD,@,MIL,,,,,,,,,,,,,,,,
"Friday, Aug 16",LAD,@,STL,,,,,,,,,,,,,,,,
"Saturday, Aug 17",LAD,@,STL,,,,,,,,,,,,,,,,
"Sunday, Aug 18",LAD,@,STL,,,,,,,,,,,,,,,,
"Monday, Aug 19",LAD,Home,SEA,,,,,,,,,,,,,,,,
"Tuesday, Aug 20",LAD,Home,SEA,,,,,,,,,,,,,,,,
"Wednesday, Aug 21",LAD,Home,SEA,,,,,,,,,,,,,,,,
"Friday, Aug 23",LAD,Home,TBR,,,,,,,,,,,,,,,,
"Saturday, Aug 24",LAD,Home,TBR,,,,,,,,,,,,,,,,
"Sunday, Aug 25",LAD,Home,TBR,,,,,,,,,,,,,,,,
"Tuesday, Aug 27",LAD,Home,BAL,,,,,,,,,,,,,,,,
"Wednesday, Aug 28",LAD,Home,BAL,,,,,,,,,,,,,,,,
"Thursday, Aug 29",LAD,Home,BAL,,,,,,,,,,,,,,,,
"Friday, Aug 30",LAD,@,ARI,,,,,,,,,,,,,,,,
"Saturday, Aug 31",LAD,@,ARI,,,,,,,,,,,,,,,,
"Sunday, Sep 1",LAD,@,ARI,,,,,,,,,,,,,,,,
"Monday, Sep 2",LAD,@,ARI,,,,,,,,,,,,,,,,
"Tuesday, Sep 3",LAD,@,LAA,,,,,,,,,,,,,,,,
"Wednesday, Sep 4",LAD,@,LAA,,,,,,,,,,,,,,,,
"Friday, Sep 6",LAD,Home,CLE,,,,,,,,,,,,,,,,
"Saturday, Sep 7",LAD,Home,CLE,,,,,,,,,,,,,,,,
"Sunday, Sep 8",LAD,Home,CLE,,,,,,,,,,,,,,,,
"Monday, Sep 9",LAD,Home,CHC,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",LAD,Home,CHC,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",LAD,Home,CHC,,,,,,,,,,,,,,,,
"Friday, Sep 13",LAD,@,ATL,,,,,,,,,,,,,,,,
"Saturday, Sep 14",LAD,@,ATL,,,,,,,,,,,,,,,,
"Sunday, Sep 15",LAD,@,ATL,,,,,,,,,,,,,,,,
"Monday, Sep 16",LAD,@,ATL,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",LAD,@,MIA,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",LAD,@,MIA,,,,,,,,,,,,,,,,
"Thursday, Sep 19",LAD,@,MIA,,,,,,,,,,,,,,,,
"Friday, Sep 20",LAD,Home,COL,,,,,,,,,,,,,,,,
"Saturday, Sep 21",LAD,Home,COL,,,,,,,,,,,,,,,,
"Sunday, Sep 22",LAD,Home,COL,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",LAD,Home,SDP,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",LAD,Home,SDP,,,,,,,,,,,,,,,,
"Thursday, Sep 26",LAD,Home,SDP,,,,,,,,,,,,,,,,
"Friday, Sep 27",LAD,@,COL,,,,,,,,,,,,,,,,
"Saturday, Sep 28",LAD,@,COL,,,,,,,,,,,,,,,,
"Sunday, Sep 29",LAD,@,COL,,,,,,,,,,,,,,,,
