Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Sunday, Apr 28",SDP,Home,PHI,L,6.0,8.0,9.0,14-17,3.0,4.5,Walker,King,Alvarado,2:36,D,42037.0,.85,-4.0,
"Monday, Apr 29",SDP,Home,CIN,L,2.0,5.0,9.0,14-18,3.0,5.5,Lodolo,Waldron,None,2:28,N,39158.0,.81,-5.0,
"Tuesday, Apr 30",SDP,Home,CIN,W,6.0,4.0,9.0,15-18,3.0,4.5,Darvish,Martinez,Suarez,2:41,N,36769.0,.75,1.0,
"Wednesday, May 1",SDP,Home,CIN,W,6.0,2.0,9.0,16-18,2.0,4.5,De Los Santos,Cruz,None,2:30,D,32993.0,.83,2.0,
"Friday, May 3",SDP,@,ARI,W,7.0,1.0,9.0,17-18,2.0,4.5,Cease,Cecconi,None,2:36,N,31976.0,.89,3.0,
"Saturday, May 4",SDP,@,ARI,W,13.0,1.0,9.0,18-18,2.0,4.5,King,Pfaadt,None,2:50,N,39661.0,.94,4.0,
"Sunday, May 5",SDP,@,ARI,L,4.0,11.0,9.0,18-19,2.0,5.5,Nelson,Waldron,None,2:39,D,30968.0,1.02,-1.0,
"Monday, May 6",SDP,@,CHC,W,6.0,3.0,9.0,19-19,2.0,5.5,Darvish,Lovelady,Suarez,3:01,N,35560.0,.96,1.0,
"Tuesday, May 7",SDP,@,CHC,L-wo,2.0,3.0,9.0,19-20,2.0,6.5,Neris,De Los Santos,None,2:31,N,38133.0,.98,-1.0,
"Wednesday, May 8",SDP,@,CHC,W,3.0,0.0,9.0,20-20,2.0,6.5,Cease,Wesneski,Suarez,2:29,D,30138.0,.92,1.0,
"Friday, May 10",SDP,Home,LAD,W-wo,2.0,1.0,9.0,21-20,2.0,5.5,Suarez,Grove,None,2:12,N,43388.0,1.08,2.0,
"Saturday, May 11",SDP,Home,LAD,L,0.0,5.0,9.0,21-21,2.0,6.5,Paxton,Waldron,None,2:36,N,46701.0,1.19,-1.0,
"Sunday, May 12",SDP,Home,LAD,W,4.0,0.0,9.0,22-21,2.0,5.5,Darvish,Buehler,None,2:35,D,43881.0,1.09,1.0,
"Monday, May 13",SDP,Home,COL,L,4.0,5.0,9.0,22-22,2.0,6.5,Hudson,Vásquez,Beeks,2:44,N,34458.0,1.02,-1.0,
"Tuesday, May 14",SDP,Home,COL,L,3.0,6.0,9.0,22-23,2.0,7.5,Quantrill,Cease,Kinley,2:39,N,40134.0,.92,-2.0,
"Wednesday, May 15",SDP,Home,COL,L,0.0,8.0,9.0,22-24,2.0,7.5,Gomber,King,None,2:26,D,33951.0,.87,-3.0,
"Friday, May 17",SDP,@,ATL,W,3.0,1.0,9.0,23-24,2.0,7.0,Waldron,Fried,Estrada,2:54,N,40186.0,.86,1.0,
"Sunday, May 19",SDP,@,ATL,W,9.0,1.0,9.0,24-24,2.0,7.5,Darvish,Elder,None,2:53,N,39203.0,.88,2.0,
"Monday, May 20 (1)",SDP,@,ATL,W,6.0,5.0,9.0,25-24,2.0,8.0,Brito,Jiménez,Suarez,2:43,D,35113.0,.99,3.0,
"Monday, May 20 (2)",SDP,@,ATL,L,0.0,3.0,9.0,25-25,2.0,8.0,Sale,Vásquez,Iglesias,2:18,N,34753.0,1.02,-1.0,
"Tuesday, May 21",SDP,@,CIN,L,0.0,2.0,9.0,25-26,2.0,8.0,Abbott,Musgrove,Díaz,2:18,N,18996.0,.94,-2.0,
"Wednesday, May 22",SDP,@,CIN,W,7.0,3.0,9.0,26-26,2.0,7.0,King,Martinez,None,2:11,N,14255.0,.91,1.0,
"Thursday, May 23",SDP,@,CIN,W,6.0,4.0,10.0,27-26,2.0,6.5,Estrada,Moll,Suarez,3:15,D,16479.0,.99,2.0,
"Friday, May 24",SDP,Home,NYY,L,0.0,8.0,9.0,27-27,2.0,6.5,Rodón,Darvish,None,2:31,N,43505.0,.94,-1.0,
"Saturday, May 25",SDP,Home,NYY,L,1.0,4.0,9.0,27-28,3.0,6.5,Stroman,Cease,Holmes,2:35,N,44845.0,.93,-2.0,
"Sunday, May 26",SDP,Home,NYY,W,5.0,2.0,9.0,28-28,2.0,5.5,Estrada,Schmidt,Suarez,2:56,D,45731.0,.86,1.0,
"Monday, May 27",SDP,Home,MIA,W,2.0,1.0,9.0,29-28,2.0,5.0,Morejón,Puk,Suarez,2:34,D,38745.0,.95,2.0,
"Tuesday, May 28",SDP,Home,MIA,W,4.0,0.0,9.0,30-28,2.0,5.5,Waldron,Luzardo,None,2:01,N,41032.0,1.02,3.0,
"Wednesday, May 29",SDP,Home,MIA,L,1.0,9.0,9.0,30-29,2.0,6.5,Garrett,Darvish,None,2:48,D,32227.0,1.02,-1.0,
"Friday, May 31",SDP,@,KCR,W,11.0,8.0,9.0,31-29,2.0,5.5,Matsui,Schreiber,Suarez,3:01,N,30006.0,.99,1.0,
"Saturday, Jun 1",SDP,@,KCR,W,7.0,3.0,9.0,32-29,2.0,5.5,Vásquez,Marsh,None,2:36,D,25266.0,1.07,2.0,
"Sunday, Jun 2",SDP,@,KCR,L-wo,3.0,4.0,9.0,32-30,2.0,6.5,Klein,Matsui,None,2:39,D,21825.0,1.06,-1.0,
"Monday, Jun 3",SDP,@,LAA,L,1.0,2.0,9.0,32-31,2.0,7.0,Strickland,Morejón,Estévez,2:17,N,32683.0,.98,-2.0,
"Tuesday, Jun 4",SDP,@,LAA,L,2.0,4.0,9.0,32-32,2.0,7.0,Moore,Matsui,Estévez,2:29,N,33947.0,.97,-3.0,
"Wednesday, Jun 5",SDP,@,LAA,L,2.0,3.0,9.0,32-33,2.0,7.0,Soriano,Cease,Moore,2:18,N,31960.0,.97,-4.0,
"Thursday, Jun 6",SDP,Home,ARI,L,3.0,4.0,9.0,32-34,2.0,8.0,Ginkel,Estrada,Sewald,2:51,N,39963.0,.98,-5.0,
"Friday, Jun 7",SDP,Home,ARI,W,10.0,3.0,9.0,33-34,2.0,8.0,King,Pfaadt,None,2:59,N,40341.0,.96,1.0,
"Saturday, Jun 8",SDP,Home,ARI,W,13.0,1.0,9.0,34-34,2.0,8.0,Waldron,Nelson,None,2:49,N,42636.0,.95,2.0,
"Sunday, Jun 9",SDP,Home,ARI,L,3.0,9.0,9.0,34-35,2.0,8.0,Henry,Mazur,None,3:01,D,41979.0,.93,-1.0,
"Monday, Jun 10",SDP,Home,OAK,W,6.0,1.0,9.0,35-35,2.0,7.5,Cease,Estes,None,2:52,N,38822.0,.89,1.0,
"Tuesday, Jun 11",SDP,Home,OAK,W-wo,4.0,3.0,9.0,36-35,2.0,7.5,Suarez,Alexander,None,2:40,N,41945.0,.92,2.0,
"Wednesday, Jun 12",SDP,Home,OAK,W-wo,5.0,4.0,9.0,37-35,2.0,6.5,Suarez,Miller,None,2:43,D,35688.0,1.00,3.0,
"Friday, Jun 14",SDP,@,NYM,L,1.0,2.0,9.0,37-36,2.0,7.0,Manaea,Waldron,Díaz,2:32,N,22850.0,1.08,-1.0,
"Saturday, Jun 15",SDP,@,NYM,L,1.0,5.0,9.0,37-37,2.0,7.0,Quintana,Mazur,None,2:34,D,37031.0,1.05,-2.0,
"Sunday, Jun 16",SDP,@,NYM,L,6.0,11.0,9.0,37-38,2.0,8.0,Megill,Cease,None,3:11,D,31454.0,.98,-3.0,
"Monday, Jun 17",SDP,@,PHI,L,2.0,9.0,9.0,37-39,3.0,9.0,Sánchez,Vásquez,None,2:31,N,43134.0,.87,-4.0,
"Tuesday, Jun 18",SDP,@,PHI,L-wo,3.0,4.0,9.0,37-40,4.0,10.0,Hoffman,Suarez,None,2:51,N,43021.0,.79,-5.0,
"Wednesday, Jun 19",SDP,@,PHI,W,5.0,2.0,9.0,38-40,2.0,9.0,Waldron,Kerkering,Suarez,2:37,D,44445.0,.70,1.0,
"Thursday, Jun 20",SDP,Home,MIL,W-wo,7.0,6.0,9.0,39-40,2.0,9.0,Estrada,Payamps,None,3:01,N,42644.0,.85,2.0,
"Friday, Jun 21",SDP,Home,MIL,W,9.0,5.0,9.0,40-40,2.0,8.0,Kolek,Milner,De Los Santos,3:11,N,41282.0,.90,3.0,
"Saturday, Jun 22",SDP,Home,MIL,W,6.0,4.0,9.0,41-40,2.0,8.0,Vásquez,Rodriguez,Suarez,2:40,D,39658.0,.96,4.0,
