Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Monday, Jul 1",COL,Home,MIL,W-wo,8.0,7.0,10.0,29-55,5.0,22.5,Kinley,Payamps,None,2:48,N,26204.0,.01,2.0,
"Tuesday, Jul 2",COL,Home,MIL,L,3.0,4.0,9.0,29-56,5.0,23.5,Zastryzny,Mears,Megill,3:22,N,25669.0,.00,-1.0,
"Wednesday, Jul 3",COL,Home,MIL,L,0.0,3.0,9.0,29-57,5.0,23.5,Rea,Hudson,Junis,2:33,N,34177.0,.01,-2.0,
"Thursday, Jul 4",COL,Home,MIL,W,4.0,3.0,9.0,30-57,5.0,22.5,Molina,Myers,Beeks,2:35,N,48705.0,.00,1.0,
"Friday, Jul 5",COL,Home,KCR,W,4.0,2.0,9.0,31-57,5.0,22.5,Vodnik,Schreiber,Beeks,2:27,N,48321.0,.00,2.0,
"Saturday, Jul 6",COL,Home,KCR,W,3.0,1.0,9.0,32-57,5.0,22.5,Gomber,Lugo,Vodnik,2:15,N,33748.0,.00,3.0,
"Sunday, Jul 7",COL,Home,KCR,L,1.0,10.0,9.0,32-58,5.0,22.5,Singer,Gordon,None,2:18,D,32180.0,.00,-1.0,
"Monday, Jul 8",COL,@,CIN,L,0.0,6.0,9.0,32-59,5.0,23.0,Abbott,Feltner,None,2:20,N,15873.0,.00,-2.0,
"Tuesday, Jul 9",COL,@,CIN,L,6.0,12.0,9.0,32-60,5.0,23.0,Martinez,Quantrill,None,3:00,N,17542.0,.00,-3.0,
"Wednesday, Jul 10",COL,@,CIN,W,6.0,5.0,9.0,33-60,5.0,22.0,Freeland,Montas,Beeks,2:27,N,16836.0,.00,1.0,
"Thursday, Jul 11",COL,@,CIN,L,1.0,8.0,9.0,33-61,5.0,22.0,Greene,Gomber,None,2:38,D,20766.0,.00,-1.0,
"Friday, Jul 12",COL,@,NYM,L,6.0,7.0,9.0,33-62,5.0,23.0,Manaea,Gordon,Díaz,2:49,N,28852.0,.00,-2.0,
"Saturday, Jul 13",COL,@,NYM,L,3.0,7.0,9.0,33-63,5.0,23.0,Buttó,Feltner,Núñez,2:53,D,31029.0,.00,-3.0,
"Sunday, Jul 14",COL,@,NYM,W,8.0,5.0,9.0,34-63,5.0,22.0,Lawrence,Quintana,Vodnik,2:56,D,24970.0,.00,1.0,
"Friday, Jul 19",COL,Home,SFG,,,,,,,,,,,,,,,,
"Saturday, Jul 20",COL,Home,SFG,,,,,,,,,,,,,,,,
"Sunday, Jul 21",COL,Home,SFG,,,,,,,,,,,,,,,,
"Monday, Jul 22",COL,Home,BOS,,,,,,,,,,,,,,,,
"Tuesday, Jul 23",COL,Home,BOS,,,,,,,,,,,,,,,,
"Wednesday, Jul 24",COL,Home,BOS,,,,,,,,,,,,,,,,
"Friday, Jul 26",COL,@,SFG,,,,,,,,,,,,,,,,
"Saturday, Jul 27",COL,@,SFG,,,,,,,,,,,,,,,,
"Saturday, Jul 27",COL,@,SFG,,,,,,,,,,,,,,,,
"Sunday, Jul 28",COL,@,SFG,,,,,,,,,,,,,,,,
"Tuesday, Jul 30",COL,@,LAA,,,,,,,,,,,,,,,,
"Wednesday, Jul 31",COL,@,LAA,,,,,,,,,,,,,,,,
"Thursday, Aug 1",COL,@,LAA,,,,,,,,,,,,,,,,
"Friday, Aug 2",COL,@,SDP,,,,,,,,,,,,,,,,
"Saturday, Aug 3",COL,@,SDP,,,,,,,,,,,,,,,,
"Sunday, Aug 4",COL,@,SDP,,,,,,,,,,,,,,,,
"Tuesday, Aug 6",COL,Home,NYM,,,,,,,,,,,,,,,,
"Wednesday, Aug 7",COL,Home,NYM,,,,,,,,,,,,,,,,
"Thursday, Aug 8",COL,Home,NYM,,,,,,,,,,,,,,,,
"Friday, Aug 9",COL,Home,ATL,,,,,,,,,,,,,,,,
"Saturday, Aug 10",COL,Home,ATL,,,,,,,,,,,,,,,,
