Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Thursday, May 30",BOS,Home,DET,L,0.0,5.0,9.0,28-29,3.0,10.5,Flaherty,Pivetta,None,2:35,N,31077.0,.73,-2.0,
"Friday, May 31",BOS,Home,DET,W,7.0,3.0,9.0,29-29,3.0,10.5,Houck,Maeda,None,2:31,N,31231.0,.72,1.0,
"Saturday, Jun 1",BOS,Home,DET,W,6.0,3.0,9.0,30-29,3.0,10.5,Criswell,Olson,None,2:23,D,33806.0,.71,2.0,
"Sunday, Jun 2",BOS,Home,DET,L,4.0,8.0,10.0,30-30,3.0,11.5,Chafin,Booser,None,3:01,D,34662.0,.75,-1.0,
"Tuesday, Jun 4",BOS,Home,ATL,L,3.0,8.0,9.0,30-31,3.0,12.5,Fried,Crawford,None,2:16,N,34628.0,.63,-2.0,
"Wednesday, Jun 5",BOS,Home,ATL,W,9.0,0.0,9.0,31-31,3.0,12.5,Pivetta,Schwellenbach,None,2:22,D,33760.0,.58,1.0,
"Thursday, Jun 6",BOS,@,CHW,W,14.0,2.0,9.0,32-31,3.0,12.5,Houck,Woodford,None,2:39,N,15568.0,.62,2.0,
"Friday, Jun 7",BOS,@,CHW,L,2.0,7.0,9.0,32-32,3.0,12.5,Crochet,Criswell,Cannon,2:32,N,19684.0,.65,-1.0,
"Saturday, Jun 8",BOS,@,CHW,L,1.0,6.0,9.0,32-33,3.0,12.5,Banks,Bello,None,2:51,D,26248.0,.63,-2.0,
"Sunday, Jun 9",BOS,@,CHW,W,6.0,4.0,10.0,33-33,3.0,12.5,Jansen,Soroka,Booser,3:22,D,21055.0,.61,1.0,
"Tuesday, Jun 11",BOS,Home,PHI,L,1.0,4.0,9.0,33-34,3.0,14.0,Wheeler,Crawford,Alvarado,2:25,N,35004.0,.59,-1.0,
"Wednesday, Jun 12",BOS,Home,PHI,W,8.0,6.0,9.0,34-34,3.0,14.0,Booser,Ruiz,Jansen,3:04,N,33236.0,.56,1.0,
"Thursday, Jun 13",BOS,Home,PHI,W,9.0,3.0,9.0,35-34,3.0,13.0,Houck,Nola,Keller,2:43,N,34007.0,.60,2.0,
"Friday, Jun 14",BOS,Home,NYY,L,1.0,8.0,9.0,35-35,3.0,14.0,Gil,Bello,None,3:02,N,35024.0,.69,-1.0,
"Saturday, Jun 15",BOS,Home,NYY,W,8.0,4.0,9.0,36-35,3.0,13.0,Slaten,Rodón,Jansen,3:08,N,36673.0,.61,1.0,
"Sunday, Jun 16",BOS,Home,NYY,W,9.0,3.0,9.0,37-35,3.0,12.0,Crawford,Stroman,None,3:06,N,36718.0,.66,2.0,
