Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Sunday, Jun 2",CHC,Home,CIN,L,2.0,5.0,9.0,29-31,3.0,7.5,Lodolo,Brown,Díaz,2:24,D,38129.0,.90,-1.0,
"Tuesday, Jun 4",CHC,Home,CHW,W,7.0,6.0,9.0,30-31,2.0,6.0,Little,Leasure,Neris,2:28,N,38397.0,.82,1.0,
"Wednesday, Jun 5",CHC,Home,CHW,W-wo,7.0,6.0,9.0,31-31,2.0,5.0,Neris,Kopech,None,2:55,N,40073.0,.87,2.0,
"Thursday, Jun 6",CHC,@,CIN,L,4.0,8.0,9.0,31-32,2.0,5.5,Greene,Assad,None,2:33,N,25601.0,.97,-1.0,
"Friday, Jun 7",CHC,@,CIN,L,2.0,3.0,9.0,31-33,2.0,6.5,Lodolo,Steele,Díaz,2:10,N,37501.0,.96,-2.0,
"Saturday, Jun 8",CHC,@,CIN,L,3.0,4.0,9.0,31-34,4.0,7.5,Abbott,Brown,Wilson,2:32,D,40274.0,.86,-3.0,
"Sunday, Jun 9",CHC,@,CIN,W,4.0,2.0,9.0,32-34,2.0,6.5,Imanaga,Montas,Neris,2:49,D,32737.0,.78,1.0,
"Tuesday, Jun 11",CHC,@,TBR,L-wo,2.0,5.0,9.0,32-35,3.0,7.0,Devenski,Neris,None,2:38,N,15192.0,.81,-1.0,
"Wednesday, Jun 12",CHC,@,TBR,W,4.0,3.0,9.0,33-35,2.0,7.0,Miller,Cleavinger,Neris,2:41,N,16927.0,.76,1.0,
"Thursday, Jun 13",CHC,@,TBR,L,2.0,3.0,9.0,33-36,4.0,7.5,Bradley,Leiter,Fairbanks,2:17,N,19679.0,.81,-1.0,
"Friday, Jun 14",CHC,Home,STL,L,0.0,3.0,9.0,33-37,5.0,7.5,Gibson,Wesneski,Helsley,2:28,D,40160.0,.84,-2.0,
"Saturday, Jun 15",CHC,Home,STL,W,5.0,1.0,9.0,34-37,4.0,7.5,Imanaga,Pallante,None,2:30,D,40088.0,.73,1.0,
"Sunday, Jun 16",CHC,Home,STL,L,1.0,2.0,9.0,34-38,5.0,8.5,Mikolas,Taillon,Helsley,2:48,D,39118.0,.84,-1.0,
"Monday, Jun 17",CHC,Home,SFG,L,6.0,7.0,9.0,34-39,5.0,8.5,Miller,Neris,Doval,3:06,N,36048.0,.69,-2.0,
"Tuesday, Jun 18",CHC,Home,SFG,W,5.0,2.0,9.0,35-39,5.0,8.5,Miller,Rogers,Thompson,2:10,N,36297.0,.63,1.0,
"Wednesday, Jun 19",CHC,Home,SFG,W,6.0,5.0,9.0,36-39,4.0,8.5,Hendricks,Bivens,Brewer,2:45,D,37673.0,.68,2.0,
"Friday, Jun 21",CHC,Home,NYM,L,1.0,11.0,9.0,36-40,5.0,8.0,Quintana,Imanaga,None,3:03,D,37037.0,.71,-1.0,
"Saturday, Jun 22",CHC,Home,NYM,W,8.0,1.0,9.0,37-40,4.0,7.0,Taillon,Megill,None,2:30,D,39319.0,.66,1.0,
"Sunday, Jun 23",CHC,Home,NYM,L,2.0,5.0,9.0,37-41,4.0,8.0,Severino,Assad,Diekman,3:10,N,39417.0,.71,-1.0,
